EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
492009,Shooting Permit,06/14/2019 11:00:00 AM,06/15/2019 03:00:00 AM,06/13/2019 01:01:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","JEFFERSON STREET between IRVING AVENUE and WYCKOFF AVENUE,  IRVING AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  TROUTMAN STREET between ST NICHOLAS AVENUE and IRVING AVENUE,  IRVING AVENUE between TROUTMAN STREET and STARR STREET",Brooklyn,4,83,Television,Cable-episodic,United States of America,11237
491385,Shooting Permit,06/14/2019 12:00:00 PM,06/15/2019 05:00:00 AM,06/11/2019 01:02:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   45 STREET between 9 AVENUE and 8 AVENUE,  9 AVENUE between WEST   46 STREET and WEST   45 STREET,  WEST   45 STREET between 10 AVENUE and 9 AVENUE,  9 AVENUE between WEST   45 STREET and WEST   43 STREET,  WEST   44 STREET between 9 AVENUE and 8 AVENUE,  WEST   44 STREET between 10 AVENUE and 9 AVENUE,  WEST   47 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   48 STREET and WEST   46 STREET,  11 AVENUE between WEST   47 STREET and WEST   46 STREET,  9 AVENUE between WEST   44 STREET and WEST   43 STREET",Manhattan,4,"14, 18",Television,Episodic series,United States of America,10036
491693,Shooting Permit,06/14/2019 03:30:00 PM,06/15/2019 03:30:00 AM,06/12/2019 11:48:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH   11 STREET between KENT AVENUE and WYTHE AVENUE,  KENT AVENUE between SOUTH   11 STREET and DIVISION AVENUE,  WYTHE AVENUE between DIVISION AVENUE and SOUTH   10 STREET,  WASHINGTON STREET between WEST   13 STREET and GANSEVOORT STREET,  WASHINGTON STREET between WEST   13 STREET and WEST   14 STREET,  LITTLE WEST   12 STREET between WASHINGTON STREET and 10 AVENUE,  WEST   13 STREET between WASHINGTON STREET and 10 AVENUE,  WEST 14TH ST between 9TH AVE and WASHINGTON ST,  WEST   13 STREET between WASHINGTON STREET and 9 AVENUE",Brooklyn,"1, 2","6, 90",Television,Episodic series,United States of America,"10014, 11249"
491435,Shooting Permit,06/14/2019 06:00:00 PM,06/15/2019 07:00:00 AM,06/11/2019 02:26:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  135 STREET between RIVERSIDE DRIVE and BROADWAY,  12 AVENUE between WEST  135 STREET and WEST  138 STREET,  WEST 135 ST between 12 AVENUE and DEAD END,  12TH AVE between WEST  133 STREET and WEST  135 STREET,  WEST 134TH ST between 12 AVENUE and DEAD END,  12 AVENUE between WEST  135 STREET and WEST  138 STREET,  WEST 138 ST between RIVERSIDE DRIVE and BROADWAY",Manhattan,9,30,Film,Feature,United States of America,"10027, 10031"
488140,Theater Load in and Load Outs,06/15/2019 12:01:00 AM,06/16/2019 06:00:00 AM,05/29/2019 02:17:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
485784,Theater Load in and Load Outs,06/15/2019 12:01:00 AM,06/16/2019 06:00:00 AM,05/17/2019 03:28:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
492005,Shooting Permit,06/15/2019 03:00:00 AM,06/15/2019 12:00:00 PM,06/13/2019 12:52:57 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST 48TH STEET between 6TH AVE and 7TH AVE,Manhattan,5,18,Television,News,United States of America,"10019, 10036, 10105"
491459,DCAS Prep/Shoot/Wrap Permit,06/15/2019 06:00:00 AM,06/15/2019 09:00:00 PM,06/11/2019 03:02:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRE STREET between HOGAN PLACE and WHITE STREET,Manhattan,1,5,Film,Feature,United States of America,10013
491400,Shooting Permit,06/15/2019 06:00:00 AM,06/15/2019 10:00:00 PM,06/11/2019 01:30:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 43 STREET and 41 STREET,  42 STREET between DEAD END and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
491659,Rigging Permit,06/15/2019 07:00:00 AM,06/15/2019 07:00:00 PM,06/12/2019 10:36:31 AM,"Mayor's Office of Film, Theatre & Broadcasting","12 AVE between WEST  133 STREET and WEST  135 STREET,  WEST  135 STREET between RIVERSIDE DRIVE and BROADWAY,  12 AVENUE between WEST  135 STREET and WEST  138 STREET",Manhattan,9,30,Film,Feature,United States of America,"10027, 10031"
491391,DCAS Prep/Shoot/Wrap Permit,06/15/2019 08:00:00 AM,06/15/2019 08:00:00 PM,06/11/2019 01:09:54 PM,"Mayor's Office of Film, Theatre & Broadcasting",READE STREET between BROADWAY and CHURCH STREET,Manhattan,1,"1, 5",Still Photography,Not Applicable,United States of America,10007
489971,Theater Load in and Load Outs,06/15/2019 09:00:00 AM,06/15/2019 11:59:00 PM,06/05/2019 12:47:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
492030,Shooting Permit,06/15/2019 12:00:00 PM,06/16/2019 02:00:00 AM,06/13/2019 02:24:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","BERRIAN BOULEVARD between 45 STREET and DEAD END,  19 AVENUE between 45 STREET and HAZEN STREET,  Queens Plaza South between 23 STREET and 21st Street,  22ND STREET between QUEENS PLAZA SOUTH and 44 AVENUE,  LEXINGTON AVENUE between EAST  116 STREET and EAST  117 STREET,  EAST  115 STREET between LEXINGTON AVENUE and PARK AVENUE,  EAST 122ndSTREET between 2 AVENUE and 1 AVENUE,  1 AVENUE between EAST  120 STREET and EAST  124 STREET,  2 AVENUE between EAST  109 STREET and EAST  110 STREET,  EAST  109 STREET between 2 AVENUE and 3 AVENUE",Queens,"1, 11, 2, 80","108, 114, 23, 25",Television,Cable-episodic,United States of America,"10029, 10035, 11101, 11105, 11370"
491987,Shooting Permit,06/16/2019 04:00:00 AM,06/16/2019 11:00:00 AM,06/13/2019 12:12:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
492307,Shooting Permit,06/16/2019 06:00:00 AM,06/16/2019 10:00:00 PM,06/14/2019 05:40:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   82 STREET and EAST   86 STREET,  MADISON AVENUE between EAST   86 STREET and EAST   87 STREET,  EAST   86 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   87 STREET and EAST   85 STREET,  5 AVENUE between EAST   83 STREET and EAST   84 STREET,  MADISON AVENUE between EAST   79 STREET and EAST   77 STREET,  EAST   78 STREET between 5 AVENUE and PARK AVENUE,  EAST   78 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   85 STREET and EAST   84 STREET",Manhattan,"64, 8","19, 22",Film,Feature,United States of America,"10028, 10075"
491515,Shooting Permit,06/16/2019 06:00:00 AM,06/16/2019 11:00:00 PM,06/11/2019 04:44:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   47 STREET and EAST   48 STREET,  EAST   47 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   48 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,5,18,Commercial,Commercial,United States of America,"10017, 10022, 10152, 10167, 10171, 10172, 10177"
492034,DCAS Prep/Shoot/Wrap Permit,06/16/2019 06:00:00 AM,06/16/2019 09:00:00 PM,06/13/2019 02:29:23 PM,"Mayor's Office of Film, Theatre & Broadcasting",CENTRE STREET between HOGAN PLACE and WHITE STREET,Manhattan,1,5,Film,Feature,United States of America,10013
491744,Shooting Permit,06/16/2019 07:00:00 AM,06/16/2019 07:00:00 PM,06/12/2019 01:39:05 PM,"Mayor's Office of Film, Theatre & Broadcasting",BOWERY between CANAL STREET and HESTER STREET,Manhattan,"2, 3",5,Still Photography,Not Applicable,United States of America,"10002, 10013"
491854,Shooting Permit,06/16/2019 08:00:00 AM,06/16/2019 08:00:00 PM,06/12/2019 05:51:14 PM,"Mayor's Office of Film, Theatre & Broadcasting","ROSE AVENUE between 4 STREET and NEW DORP PLAZA,  NEW DORP PLAZA between ROSE AVENUE and ROSS AVENUE",Staten Island,2,122,Film,Short,United States of America,10306
491746,Shooting Permit,06/16/2019 02:00:00 PM,06/16/2019 11:00:00 PM,06/12/2019 01:44:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   23 STREET between AVENUE OF THE AMERICAS and 5 AVENUE,  WEST   37 STREET between 11 AVENUE and 10 AVENUE",Manhattan,"4, 5","10, 13",Film,Feature,United States of America,"10001, 10003, 10010, 10011, 10018"
491846,Shooting Permit,06/16/2019 04:00:00 PM,06/17/2019 03:00:00 AM,06/12/2019 05:16:38 PM,"Mayor's Office of Film, Theatre & Broadcasting",GRAND STREET between BERRY STREET and BEDFORD AVENUE,Brooklyn,1,90,WEB,Not Applicable,United States of America,11249
491816,Shooting Permit,06/16/2019 05:00:00 PM,06/17/2019 05:00:00 AM,06/12/2019 03:51:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","PROVOST STREET between HURON STREET and FREEMAN STREET,  GREENE STREET between PROVOST STREET and MCGUINNESS BOULEVARD,  FREEMAN STREET between PROVOST STREET and MCGUINNESS BOULEVARD",Brooklyn,1,94,Film,Feature,United States of America,11222
465311,Theater Load in and Load Outs,06/17/2019 12:01:00 AM,06/20/2019 06:00:00 AM,02/20/2019 10:07:38 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
488724,Shooting Permit,06/17/2019 04:00:00 AM,06/17/2019 11:00:00 PM,05/31/2019 11:50:54 AM,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
492129,Shooting Permit,06/17/2019 05:00:00 AM,06/17/2019 06:00:00 PM,06/13/2019 09:54:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   71 STREET between 5 AVENUE and MADISON AVENUE,  EAST   70 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between EAST   71 STREET and EAST   69 STREET,  MADISON AVENUE between EAST   72 STREET and EAST   69 STREET,  MADISON AVENUE between EAST   72 STREET and EAST   71 STREET,  EAST   71 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,"64, 8","19, 22",Television,Cable-episodic,United States of America,"00083, 10021"
491850,Shooting Permit,06/17/2019 05:30:00 AM,06/17/2019 07:30:00 PM,06/12/2019 05:39:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","CANAL STREET between WRIGHT STREET and BROAD STREET,  TOMPKINS AVE between BROAD STREET and HILL STREET,  TOMPKINS AVENUE between HILL STREET and VANDERBILT AVENUE,  HILL ST between TOMPKINS AVENUE and WARREN STREET,  WARREN ST between FULTON STREET and LAUREL AVENUE,  WRIGHT STREET between WATER STREET and VAN DUZER STREET",Staten Island,1,120,Television,Episodic series,United States of America,10304
492047,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 11:00:00 PM,06/13/2019 02:41:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS BLVD between 83 AVENUE and VAN WYCK EXPRESSWAY,  82 AVENUE between 126 STREET and 132 STREET",Queens,9,102,Television,Cable-episodic,United States of America,"11415, 11435"
491810,Theater Load in and Load Outs,06/17/2019 06:00:00 AM,06/19/2019 10:00:00 AM,06/12/2019 03:43:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
492092,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 07:00:00 PM,06/13/2019 04:51:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   33 STREET between 8 AVENUE and 9 AVENUE,  WEST  149 STREET between ADAM CLAYTON POWELL JR BOULEVARD and FREDERICK DOUGLAS BOULEVARD,  ADAM CLAYTON POWELL JR BOULEVARD between WEST  148 STREET and WEST  149 STREET",Manhattan,"10, 4, 5","14, 32",Commercial,Promo,United States of America,"10001, 10039, 10119"
492308,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 10:00:00 PM,06/14/2019 05:40:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   82 STREET and EAST   83 STREET,  MADISON AVENUE between EAST   87 STREET and EAST   86 STREET,  EAST   86 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   87 STREET and EAST   85 STREET,  5 AVENUE between EAST   84 STREET and EAST   83 STREET,  MADISON AVENUE between EAST   79 STREET and EAST   77 STREET,  EAST   78 STREET between 5 AVENUE and PARK AVENUE,  5 AVENUE between EAST   85 STREET and EAST   84 STREET",Manhattan,"64, 8","19, 22",Film,Feature,United States of America,"10028, 10075"
491781,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 09:00:00 PM,06/12/2019 02:49:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST  170 STREET and WEST  171 STREET,  AMSTERDAM AVENUE between WEST  171 STREET and WEST  172 STREET,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET,  AMSTERDAM AVENUE between WEST  173 STREET and WEST  174 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  172 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  172 STREET and WEST  173 STREET,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  AMSTERDAM AVENUE between WEST  172 STREET and WEST  173 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
491291,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 08:00:00 PM,06/11/2019 10:15:17 AM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 35 STREET and 30 STREET,  STARR AVENUE between VAN DAM STREET and 34 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
491937,Rigging Permit,06/17/2019 06:00:00 AM,06/17/2019 07:00:00 PM,06/13/2019 10:08:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
491698,Shooting Permit,06/17/2019 06:00:00 AM,06/17/2019 09:00:00 PM,06/12/2019 12:05:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  155 STREET and WEST  156 STREET,  BROADWAY between WEST  153 STREET and WEST  157 STREET,  WEST  155 STREET between BROADWAY and AMSTERDAM AVENUE,  WEST  153 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  155 STREET and WEST  153 STREET",Manhattan,"12, 9","30, 33",Film,Feature,United States of America,"10031, 10032"
492226,Shooting Permit,06/17/2019 06:30:00 AM,06/17/2019 09:30:00 PM,06/14/2019 01:52:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","FLUSHING AVENUE between CYPRESS AVENUE and SCOTT AVENUE,  SCOTT AVENUE between FLUSHING AVENUE and TROUTMAN STREET,  JEFFERSON STREET between ST NICHOLAS AVENUE and CYPRESS AVENUE,  TROUTMAN STREET between CYPRESS AVENUE and ST NICHOLAS AVENUE,  Flushing Avenue between CYPRESS AVENUE and Onderdonk Avenue",Brooklyn,"1, 4","83, 90",Television,Episodic series,United States of America,11237
491102,Theater Load in and Load Outs,06/17/2019 07:00:00 AM,06/17/2019 11:00:00 PM,06/10/2019 02:57:16 PM,"Mayor's Office of Film, Theatre & Broadcasting",ASHLAND PLACE between LAFAYETTE AVENUE and HANSON PLACE,Brooklyn,2,88,Theater,Theater,United States of America,11217
492073,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 09:00:00 PM,06/13/2019 03:45:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","OLIVER STREET between HENRY STREET and MADISON STREET,  ST JAMES PLACE between JAMES STREET and OLIVER STREET,  ST JAMES PLACE between JAMES STREET and OLIVER STREET,  MARKET STREET between DIVISION STREET and EAST BROADWAY,  CENTRE STREET between WHITE STREET and WALKER STREET,  WALKER STREET between CENTRE STREET and LAFAYETTE STREET,  WALKER STREET between CENTRE STREET and BAXTER STREET,  CENTRE STREET between WHITE STREET and HOGAN PLACE,  CENTRE STREET between WHITE STREET and HOGAN PLACE",Manhattan,"1, 3",5,Film,Feature,United States of America,"10002, 10013, 10038"
491642,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 11:00:00 PM,06/12/2019 10:03:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","Kingsland Avenue between Dead End Avenue and Greenpoint Avenue,  Kingsland Avenue between Greenpoint Avenue and North Henry Street",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
492173,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 10:00:00 PM,06/14/2019 10:53:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","MCCLEAN AVENUE between HASTINGS STREET and LILY POND AVENUE,  MCCLEAN AVENUE between RAILROAD AVENUE and OCEAN AVENUE,  RAILROAD AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  OCEAN AVENUE between MCCLEAN AVENUE and CEDAR AVENUE,  FLORIDA AVENUE between MAJOR AVENUE and MCCLEAN AVENUE,  PEBBLE LANE between MAJOR AVENUE and MCCLEAN AVENUE,  HASTINGS STREET between MCCLEAN AVENUE and MCFARLAND AVENUE,  PORT RICHMOND AVENUE between WALKER STREET and HOOKER PLACE,  HOOKER PLACE between LAFORGE PLACE and PORT RICHMOND AVENUE,  CATHERINE STREET between PORT RICHMOND AVENUE and LAGRANGE PLACE,  BEEKMAN STREET between PORT RICHMOND AVENUE and LAGRANGE PLACE",Staten Island,"1, 2","121, 122",Film,Feature,United States of America,"10302, 10305"
491164,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 09:00:00 PM,06/10/2019 05:31:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","CROSBY STREET between GRAND STREET and HOWARD STREET,  LAFAYETTE STREET between HOWARD STREET and GRAND STREET",Manhattan,2,5,Television,Reality,United States of America,10013
491361,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 07:00:00 PM,06/11/2019 12:22:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROOME STREET between LAFAYETTE STREET and CENTRE STREET,  LAFAYETTE STREET between BROOME STREET and GRAND STREET",Manhattan,2,5,Still Photography,Not Applicable,United States of America,"10012, 10013"
492064,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 07:00:00 PM,06/13/2019 03:22:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  154 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,Manhattan,9,30,Film,Feature,United States of America,10032
492174,Shooting Permit,06/17/2019 07:00:00 AM,06/17/2019 11:00:00 PM,06/14/2019 10:54:36 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
490654,Shooting Permit,06/17/2019 08:00:00 AM,06/17/2019 11:30:00 PM,06/07/2019 03:16:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","SHORE ROAD between 82 STREET and 86 STREET,  NARROWS AVENUE between 86 STREET and 88 STREET,  NARROWS AVENUE between 88 STREET and 89 STREET,  87 STREET between NARROWS AVENUE and COLONIAL ROAD,  CONEY ISLAND AVENUE between FOSTER AVENUE and AVENUE H,  AVENUE H between RUGBY ROAD and EAST   15 STREET,  AVENUE H between CONEY ISLAND AVENUE and RUGBY ROAD,  CONEY ISLAND AVENUE between CORTELYOU ROAD and DITMAS AVENUE,  Rugby Road between AVENUE H and Avenue I",Brooklyn,"10, 12, 14","66, 68, 70",Television,Episodic series,United States of America,"11209, 11218, 11230"
492068,Shooting Permit,06/17/2019 09:00:00 AM,06/18/2019 02:00:00 AM,06/13/2019 03:25:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","SHORE ROAD between 82 STREET and 86 STREET,  NARROWS AVENUE between 86 STREET and 88 STREET,  NARROWS AVENUE between 88 STREET and 89 STREET,  87 STREET between NARROWS AVENUE and COLONIAL ROAD,  CONEY ISLAND AVENUE between FOSTER AVENUE and AVENUE H,  AVENUE H between RUGBY ROAD and EAST   15 STREET,  Wellington Court between RUGBY ROAD and Dead End,  CONEY ISLAND AVENUE between CORTELYOU ROAD and DITMAS AVENUE,  EAST   14 STREET between AVENUE H and AVENUE I,  AVENUE H between CONEY ISLAND AVENUE and RUGBY ROAD",Brooklyn,"10, 12, 14","66, 68, 70",Television,Episodic series,United States of America,"11209, 11218, 11230"
491924,Shooting Permit,06/17/2019 09:00:00 AM,06/17/2019 07:00:00 PM,06/13/2019 09:37:05 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   44 STREET between 7 AVENUE and 8 AVENUE,  EAST   46 STREET between 3 AVENUE and 2 AVENUE",Manhattan,"5, 6","14, 17",Film,Feature,United States of America,"10017, 10036"
492280,Shooting Permit,06/17/2019 10:00:00 AM,06/17/2019 11:59:00 PM,06/14/2019 04:33:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   40 STREET between 5 AVENUE and 6 AVENUE,  WEST   40 STREET between 5 AVENUE and 6 AVENUE",Manhattan,5,14,Film,Feature,United States of America,10018
491540,Shooting Permit,06/17/2019 11:00:00 AM,06/18/2019 02:00:00 AM,06/11/2019 05:54:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",VANDERBILT AVENUE between BAY STREET and TALBOT PLACE,Staten Island,1,120,Television,Episodic series,United States of America,10304
491717,Shooting Permit,06/17/2019 03:00:00 PM,06/17/2019 09:00:00 PM,06/12/2019 12:39:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",PARK AVENUE between EAST   52 STREET and EAST   53 STREET,Manhattan,5,18,WEB,Not Applicable,United States of America,"10022, 10152"
492130,Shooting Permit,06/17/2019 03:00:00 PM,06/18/2019 05:00:00 AM,06/13/2019 10:06:39 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   28 STREET between 10 AVENUE and 11 AVENUE,  WEST   29 STREET between 10 AVENUE and 11 AVENUE,  11 AVENUE between WEST   28 STREET and WEST   29 STREET,  10 AVENUE between WEST   28 STREET and WEST   29 STREET,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   26 STREET between 10 AVENUE and 11 AVENUE,  WEST   26 STREET between 9 AVENUE and 10 AVENUE,  EAST   90 STREET between MADISON AVENUE and 5 AVENUE,  EAST   91 STREET between MADISON AVENUE and 5 AVENUE,  5 AVENUE between EAST   89 STREET and EAST   93 STREET,  EAST   92 STREET between MADISON AVENUE and 5 AVENUE",Manhattan,"4, 64, 8","10, 19, 22",Film,Feature,United States of America,"10001, 10128"
492078,DCAS Prep/Shoot/Wrap Permit,06/17/2019 05:00:00 PM,06/17/2019 09:00:00 PM,06/13/2019 03:57:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRE STREET between WHITE STREET and HOGAN PLACE,  CENTRE STREET between HOGAN PLACE and WHITE STREET",Manhattan,1,5,Film,Feature,United States of America,10013
491724,Shooting Permit,06/17/2019 08:00:00 PM,06/18/2019 01:00:00 AM,06/12/2019 12:52:16 PM,"Mayor's Office of Film, Theatre & Broadcasting",SURF AVENUE between WEST   12 STREET and WEST   10 STREET,Brooklyn,13,60,Still Photography,Not Applicable,United States of America,11224
488147,Theater Load in and Load Outs,06/18/2019 12:01:00 AM,06/19/2019 06:00:00 AM,05/29/2019 02:30:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
491168,Shooting Permit,06/18/2019 05:00:00 AM,06/18/2019 07:00:00 PM,06/10/2019 05:44:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","CROSBY STREET between HOWARD STREET and GRAND STREET,  LAFAYETTE STREET between HOWARD STREET and GRAND STREET",Manhattan,2,5,Television,Reality,United States of America,10013
492764,Shooting Permit,06/18/2019 05:00:00 AM,06/18/2019 10:00:00 PM,06/17/2019 04:23:32 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
492079,Shooting Permit,06/18/2019 06:00:00 AM,06/18/2019 10:00:00 PM,06/13/2019 03:58:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","FT WASHINGTON AVENUE between WEST  190 STREET and CABRINI BOULEVARD,  CABRINI BLVD between FT WASHINGTON AVENUE and WEST  190 STREET,  WEST  190 STREET between CABRINI BOULEVARD and FT WASHINGTON AVENUE,  WEST  181 STREET between MAGAW PLACE and FORT WASHINGTON AVENUE,  FORT WASHINGTON AVENUE between WEST  190 STREET and WEST  187 STREET,  MARGARET CORBIN DRIVE between MARGARET CORBIN PLAZA and FT. TRYON PLACE,  MARGARET CORBIN PLAZA between CABRINI BOULEVARD and FT. WASHINGTON AVENUE,  MAGAW PLACE between WEST  181 STREET and WEST  183 STREET,  FORT WASHINGTON AVENUE between WEST  181 STREET and WEST  183 STREET",Manhattan,12,34,Film,Feature,United States of America,"10033, 10040"
492156,Shooting Permit,06/18/2019 06:00:00 AM,06/18/2019 10:00:00 PM,06/14/2019 09:59:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   78 STREET and EAST   77 STREET,  5 AVENUE between EAST   78 STREET and EAST   79 STREET,  EAST   78 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,10075
492002,Shooting Permit,06/18/2019 06:00:00 AM,06/18/2019 09:00:00 PM,06/13/2019 12:49:36 PM,"Mayor's Office of Film, Theatre & Broadcasting","DOUGLASS STREET between 4 AVENUE and 3 AVENUE,  BUTLER STREET between 4 AVENUE and 3 AVENUE",Brooklyn,6,78,Commercial,Commercial,United States of America,11217
